"Date","state","Series"
175,"UT",33.6
175,"VA",46.9
175,"VT",59.5
175,"WA",49
175,"WI",45.8
175,"WV",34.7
175,"WY",32.6
182,"AK",41.3
182,"AL",30.8
182,"AR",32.8
182,"AZ",38.1
182,"CA",47.2
182,"CO",49.2
182,"CT",57.9
182,"DE",46.6
182,"FL",42.7
182,"GA",33.9
182,"HI",50.1
182,"IA",46.2
182,"ID",34.6
182,"IL",43.1
182,"IN",38.1
182,"KS",40.4
182,"KY",41
182,"LA",33.3
182,"MA",58.3
182,"MD",53
182,"ME",58.8
182,"MI",44.9
182,"MN",49.3
182,"MO",36.7
182,"MS",28.5
182,"MT",40.8
182,"NC",38.1
182,"ND",37.8
182,"NE",44.6
182,"NH",54.1
182,"NJ",53.3
182,"NM",51
182,"NV",39.6
182,"NY",51
182,"OH",42.7
182,"OK",36.1
182,"OR",50.4
182,"PA",47.2
182,"RI",55.7
182,"SC",36.3
182,"SD",44.1
182,"TN",33.9
182,"TX",38.7
182,"UT",35.4
182,"VA",49.3
182,"VT",62.9
182,"WA",51.1
182,"WI",46.9
182,"WV",35.8
182,"WY",33.2
189,"AK",41.9
189,"AL",32
189,"AR",33.5
189,"AZ",39.3
189,"CA",48.5
189,"CO",50.5
189,"CT",59.2
189,"DE",48.2
189,"FL",44.3
189,"GA",35.4
189,"HI",51.1
189,"IA",47.2
189,"ID",35.4
189,"IL",44.6
189,"IN",39.2
189,"KS",41.1
189,"KY",42.4
189,"LA",33.9
189,"MA",60.2
189,"MD",54.2
189,"ME",60.3
189,"MI",46.2
189,"MN",50.4
189,"MO",38.2
189,"MS",29.2
189,"MT",41.7
189,"NC",38.8
189,"ND",38.3
189,"NE",45.8
189,"NH",54.9
189,"NJ",55.1
189,"NM",52.6
189,"NV",40.8
189,"NY",52.5
189,"OH",43.8
189,"OK",37.4
189,"OR",51.8
189,"PA",48.7
189,"RI",57.5
189,"SC",37.4
189,"SD",44.8
189,"TN",34.6
189,"TX",40
189,"UT",36.5
189,"VA",50.6
189,"VT",64.5
189,"WA",53.1
189,"WI",48.1
189,"WV",36.6
189,"WY",33.8
196,"AK",42.9
196,"AL",32.5
196,"AR",34.1
196,"AZ",40.2
196,"CA",49.8
196,"CO",51.8
196,"CT",60.7
196,"DE",50
196,"FL",45.8
196,"GA",36.6
